Channel;OrderDate;Month-Year;OrderQuantity;UnitPrice;UnitCost
Online;26/10/2019;2019-10;8;2238;1678
Distributor;26/10/2019;2019-10;8;194;103
In-Store;26/10/2019;2019-10;2;1065;607
Online;26/10/2019;2019-10;2;670;302
Online;26/10/2019;2019-10;7;958;450
In-Store;26/10/2019;2019-10;7;1079;820
Distributor;26/10/2019;2019-10;8;188;103
Distributor;26/10/2019;2019-10;7;3772;2112
In-Store;26/10/2019;2019-10;5;744;469
In-Store;26/10/2019;2019-10;2;3980;3104
Distributor;27/10/2019;2019-10;7;3966;1825
Wholesale;27/10/2019;2019-10;6;228;114
In-Store;27/10/2019;2019-10;8;5822;2736
In-Store;27/10/2019;2019-10;1;1193;596
In-Store;27/10/2019;2019-10;8;1762;775
In-Store;27/10/2019;2019-10;5;905;470
In-Store;27/10/2019;2019-10;1;235;159
Online;28/10/2019;2019-10;5;2975;1666
Online;28/10/2019;2019-10;4;1052;694
Distributor;28/10/2019;2019-10;1;838;570
Online;28/10/2019;2019-10;6;5072;3246
Online;28/10/2019;2019-10;2;6445;5414
In-Store;28/10/2019;2019-10;1;851;647
Online;28/10/2019;2019-10;8;690;552
In-Store;28/10/2019;2019-10;4;168;77
In-Store;28/10/2019;2019-10;6;1099;571
Online;28/10/2019;2019-10;4;2533;1950
Online;29/10/2019;2019-10;4;1085;586
Online;29/10/2019;2019-10;1;951;704
Online;29/10/2019;2019-10;5;2586;1164
Online;29/10/2019;2019-10;8;1709;1162
In-Store;30/10/2019;2019-10;3;1079;507
In-Store;30/10/2019;2019-10;5;1132;759
Distributor;30/10/2019;2019-10;7;1983;1269
Online;30/10/2019;2019-10;6;1052;747
Wholesale;30/10/2019;2019-10;4;3980;2268
Online;30/10/2019;2019-10;6;1709;683
Online;30/10/2019;2019-10;7;1005;623
Online;30/10/2019;2019-10;8;3846;2615
Distributor;31/10/2019;2019-10;3;1126;664
Distributor;31/10/2019;2019-10;4;1025;666
Wholesale;31/10/2019;2019-10;1;6559;5444
Online;31/10/2019;2019-10;2;2318;1043
In-Store;31/10/2019;2019-10;1;1059;656
Online;11/01/2019;2019-01;4;1762;1357
In-Store;11/01/2019;2019-01;4;1052;452
In-Store;11/01/2019;2019-01;4;2573;1312
In-Store;11/01/2019;2019-01;7;1836;1414
Online;11/01/2019;2019-01;8;1079;453
Online;11/01/2019;2019-01;2;3920;3018
In-Store;11/01/2019;2019-01;1;5688;4152
Online;11/01/2019;2019-01;7;2439;1415
In-Store;11/01/2019;2019-01;2;838;503
Distributor;11/01/2019;2019-01;7;6439;4378
Wholesale;11/02/2019;2019-02;8;1796;1401
Wholesale;11/02/2019;2019-02;4;1039;800
Online;11/02/2019;2019-02;4;174;85
In-Store;11/02/2019;2019-02;8;5186;3111
Wholesale;11/02/2019;2019-02;8;1045;512
Distributor;11/02/2019;2019-02;2;3873;2285
Distributor;11/02/2019;2019-02;6;1923;1115
In-Store;11/02/2019;2019-02;7;2238;940
Online;11/02/2019;2019-02;6;1039;478
Wholesale;11/03/2019;2019-03;4;235;171
In-Store;11/03/2019;2019-03;8;1126;743
In-Store;11/03/2019;2019-03;5;1106;696
Distributor;11/03/2019;2019-03;2;2425;2013
Online;11/04/2019;2019-04;4;2338;1988
Online;11/04/2019;2019-04;6;750;638
Online;11/04/2019;2019-04;7;3765;3163
In-Store;11/04/2019;2019-04;8;3946;2920
In-Store;11/04/2019;2019-04;7;871;409
Online;11/04/2019;2019-04;7;744;573
In-Store;11/04/2019;2019-04;3;1936;1375
In-Store;11/04/2019;2019-04;6;2573;1518
Distributor;11/04/2019;2019-04;2;851;357
Online;11/04/2019;2019-04;3;2519;1889
Wholesale;11/04/2019;2019-04;4;1045;523
Wholesale;11/05/2019;2019-05;1;5675;4143
Wholesale;11/05/2019;2019-05;8;2405;1636
Online;11/05/2019;2019-05;4;3095;2631
In-Store;11/05/2019;2019-05;8;1065;458
Online;11/05/2019;2019-05;5;2908;2239
Distributor;11/05/2019;2019-05;3;1045;742
Online;11/05/2019;2019-05;8;2620;1100
Distributor;11/06/2019;2019-06;2;1300;715
In-Store;11/06/2019;2019-06;2;255;209
Distributor;11/06/2019;2019-06;2;884;690
In-Store;11/06/2019;2019-06;3;268;145
In-Store;11/06/2019;2019-06;3;235;176
In-Store;11/06/2019;2019-06;1;1018;580
Online;11/06/2019;2019-06;8;3330;2098
Distributor;11/06/2019;2019-06;5;3987;2392
Online;11/07/2019;2019-07;7;2519;1058
In-Store;11/07/2019;2019-07;3;5769;4096
In-Store;11/07/2019;2019-07;2;3866;2320
Distributor;11/07/2019;2019-07;8;3873;2207
Distributor;11/07/2019;2019-07;6;3853;2042
Distributor;11/07/2019;2019-07;4;6546;2749
Online;11/07/2019;2019-07;2;3511;1791
Online;11/07/2019;2019-07;1;2513;1332
Distributor;11/08/2019;2019-08;8;1240;942
In-Store;11/08/2019;2019-08;6;2010;945
In-Store;11/08/2019;2019-08;5;201;115
In-Store;11/08/2019;2019-08;7;2539;2082
In-Store;11/08/2019;2019-08;4;201;88
In-Store;11/08/2019;2019-08;4;3926;3219
In-Store;11/09/2019;2019-09;6;2385;1169
Online;11/09/2019;2019-09;1;2794;1369
Distributor;11/09/2019;2019-09;2;255;125
In-Store;11/09/2019;2019-09;4;3893;3231
Online;11/10/2019;2019-10;3;3873;2324
In-Store;11/10/2019;2019-10;5;1052;452
In-Store;11/10/2019;2019-10;4;228;105
Distributor;11/11/2019;2019-11;1;3879;2793
Distributor;11/11/2019;2019-11;3;1106;818
Distributor;11/11/2019;2019-11;2;3993;2636
In-Store;11/11/2019;2019-11;3;188;129
Online;11/11/2019;2019-11;3;6358;3942
Wholesale;11/11/2019;2019-11;3;4007;2845
In-Store;11/11/2019;2019-11;2;4007;1763
Online;11/11/2019;2019-11;4;3933;2084
Wholesale;11/11/2019;2019-11;8;6043;2961
In-Store;11/11/2019;2019-11;6;1112;856
In-Store;11/12/2019;2019-12;7;1970;827
Distributor;11/12/2019;2019-12;7;2606;1798
In-Store;11/12/2019;2019-12;4;268;188
Online;11/12/2019;2019-12;7;1903;818
In-Store;11/12/2019;2019-12;2;2559;1792
In-Store;11/12/2019;2019-12;8;3879;3103
Online;13/11/2019;2019-11;6;3859;3242
Distributor;13/11/2019;2019-11;3;1782;1069
Online;13/11/2019;2019-11;1;268;113
In-Store;13/11/2019;2019-11;5;6184;3772
Distributor;13/11/2019;2019-11;6;2412;1206
Online;13/11/2019;2019-11;8;891;695
Distributor;13/11/2019;2019-11;7;2586;1655
In-Store;13/11/2019;2019-11;3;1139;570
Online;13/11/2019;2019-11;5;6278;4143
Online;13/11/2019;2019-11;6;4013;2047
Distributor;14/11/2019;2019-11;7;5045;2573
Online;14/11/2019;2019-11;1;1776;1154
In-Store;14/11/2019;2019-11;8;1742;923
In-Store;14/11/2019;2019-11;3;194;84
Distributor;14/11/2019;2019-11;8;1729;1452
In-Store;14/11/2019;2019-11;4;168;69
In-Store;14/11/2019;2019-11;3;1876;1013
In-Store;14/11/2019;2019-11;7;6325;5060
In-Store;14/11/2019;2019-11;2;3873;1743
Online;14/11/2019;2019-11;3;851;366
In-Store;14/11/2019;2019-11;8;2479;2033
Distributor;14/11/2019;2019-11;3;5313;2550
In-Store;14/11/2019;2019-11;4;2606;1277
In-Store;15/11/2019;2019-11;2;5340;2189
Online;15/11/2019;2019-11;6;1983;1349
Online;15/11/2019;2019-11;3;1715;1183
Wholesale;15/11/2019;2019-11;6;3839;2150
In-Store;15/11/2019;2019-11;8;3993;2276
Distributor;15/11/2019;2019-11;5;1173;739
Online;15/11/2019;2019-11;6;2767;1633
Wholesale;15/11/2019;2019-11;6;871;375
Wholesale;15/11/2019;2019-11;1;2412;1327
Online;15/11/2019;2019-11;7;2385;1527
In-Store;15/11/2019;2019-11;8;2392;1890
In-Store;16/11/2019;2019-11;8;2325;1372
Distributor;16/11/2019;2019-11;5;3692;2400
Online;16/11/2019;2019-11;3;905;507
In-Store;16/11/2019;2019-11;4;1715;943
Distributor;16/11/2019;2019-11;8;938;516
Online;16/11/2019;2019-11;4;4007;1763
In-Store;16/11/2019;2019-11;8;1233;629
Wholesale;16/11/2019;2019-11;7;3893;2297
In-Store;16/11/2019;2019-11;1;2486;1094
In-Store;16/11/2019;2019-11;2;1742;1341
Online;16/11/2019;2019-11;2;188;92
Online;16/11/2019;2019-11;3;3966;2142
Online;17/11/2019;2019-11;3;1072;579
In-Store;17/11/2019;2019-11;4;878;676
In-Store;17/11/2019;2019-11;5;5702;3763
In-Store;17/11/2019;2019-11;7;1709;974
Online;17/11/2019;2019-11;3;871;688
Wholesale;17/11/2019;2019-11;4;6030;2894
In-Store;17/11/2019;2019-11;5;5407;3677
In-Store;17/11/2019;2019-11;5;784;353
Online;17/11/2019;2019-11;2;268;147
Online;17/11/2019;2019-11;8;1936;794
Online;18/11/2019;2019-11;2;1079;690
Distributor;18/11/2019;2019-11;6;3786;1968
Distributor;18/11/2019;2019-11;6;2600;1638
In-Store;18/11/2019;2019-11;2;2003;1523
In-Store;18/11/2019;2019-11;1;3980;2666
In-Store;18/11/2019;2019-11;5;1126;574
Online;18/11/2019;2019-11;2;2727;1418
Distributor;18/11/2019;2019-11;5;1943;1380
Online;19/11/2019;2019-11;8;1079;777
In-Store;19/11/2019;2019-11;8;5253;3887
Distributor;19/11/2019;2019-11;8;6305;4161
In-Store;19/11/2019;2019-11;3;2332;1492
In-Store;19/11/2019;2019-11;3;1085;923
Distributor;19/11/2019;2019-11;4;3095;2105
Online;19/11/2019;2019-11;7;3853;3198
In-Store;19/11/2019;2019-11;5;1059;773
Distributor;19/11/2019;2019-11;6;2620;2070
Online;19/11/2019;2019-11;3;3973;1669
Online;19/11/2019;2019-11;7;188;150
Online;19/11/2019;2019-11;5;3732;2351
Wholesale;20/11/2019;2019-11;6;1092;470
Wholesale;20/11/2019;2019-11;8;3987;3309
Wholesale;20/11/2019;2019-11;4;6332;4749
In-Store;20/11/2019;2019-11;3;5146;3190
In-Store;20/11/2019;2019-11;7;3839;2188
Online;20/11/2019;2019-11;1;2533;1596
In-Store;20/11/2019;2019-11;6;2318;1947
Wholesale;20/11/2019;2019-11;7;925;564
In-Store;21/11/2019;2019-11;6;1722;689
Wholesale;21/11/2019;2019-11;5;181;90
Online;21/11/2019;2019-11;1;1012;455
In-Store;21/11/2019;2019-11;5;1005;543
Online;22/11/2019;2019-11;6;1193;918
Distributor;22/11/2019;2019-11;6;811;681
In-Store;22/11/2019;2019-11;8;5387;3878
Wholesale;22/11/2019;2019-11;8;1816;1035
In-Store;22/11/2019;2019-11;6;1052;579
Wholesale;22/11/2019;2019-11;4;1092;612
In-Store;22/11/2019;2019-11;3;1936;1568
Online;22/11/2019;2019-11;1;3437;2887
In-Store;22/11/2019;2019-11;1;3183;1782
In-Store;23/11/2019;2019-11;2;3792;2237
In-Store;23/11/2019;2019-11;5;1132;793
In-Store;23/11/2019;2019-11;7;905;769
In-Store;23/11/2019;2019-11;8;3987;2511
Wholesale;23/11/2019;2019-11;3;1052;663
Online;23/11/2019;2019-11;2;965;405
Wholesale;23/11/2019;2019-11;3;1099;516
Wholesale;23/11/2019;2019-11;7;2586;1371
In-Store;23/11/2019;2019-11;7;5635;3268
Online;24/11/2019;2019-11;5;3859;2856
In-Store;24/11/2019;2019-11;4;208;96
Online;24/11/2019;2019-11;8;1139;615
In-Store;24/11/2019;2019-11;3;3987;2910
Online;24/11/2019;2019-11;3;945;378
Online;24/11/2019;2019-11;4;884;389
In-Store;24/11/2019;2019-11;1;1119;761
Distributor;24/11/2019;2019-11;4;1233;789
In-Store;24/11/2019;2019-11;6;194;128
In-Store;24/11/2019;2019-11;5;1025;625
In-Store;24/11/2019;2019-11;7;3920;2430
Online;24/11/2019;2019-11;6;1782;962
In-Store;24/11/2019;2019-11;8;2278;1116
In-Store;25/11/2019;2019-11;5;2533;2077
Distributor;25/11/2019;2019-11;8;4000;2320
Distributor;25/11/2019;2019-11;2;1829;750
In-Store;25/11/2019;2019-11;6;5950;2499
Online;25/11/2019;2019-11;3;1065;778
Online;25/11/2019;2019-11;7;1106;520
In-Store;25/11/2019;2019-11;8;2680;1688
In-Store;26/11/2019;2019-11;1;777;536
Wholesale;26/11/2019;2019-11;3;3866;1856
In-Store;26/11/2019;2019-11;2;2003;1162
Distributor;26/11/2019;2019-11;5;6211;2857
Online;26/11/2019;2019-11;7;2580;2038
In-Store;26/11/2019;2019-11;3;201;119
Online;26/11/2019;2019-11;8;1722;930
Online;26/11/2019;2019-11;4;5233;3925
In-Store;26/11/2019;2019-11;7;5414;2869
Online;27/11/2019;2019-11;3;1012;607
In-Store;27/11/2019;2019-11;3;4007;2524
In-Store;27/11/2019;2019-11;3;1856;1373
Online;27/11/2019;2019-11;4;3652;2921
In-Store;27/11/2019;2019-11;8;188;99
Distributor;27/11/2019;2019-11;5;1126;608
Online;27/11/2019;2019-11;1;5045;3027
In-Store;27/11/2019;2019-11;4;214;150
In-Store;27/11/2019;2019-11;7;1876;1332
Wholesale;27/11/2019;2019-11;3;1126;552
Online;27/11/2019;2019-11;1;3987;2990
Online;27/11/2019;2019-11;6;6204;4901
In-Store;28/11/2019;2019-11;8;1065;767
Distributor;28/11/2019;2019-11;5;1039;633
Online;28/11/2019;2019-11;3;6539;3139
Wholesale;28/11/2019;2019-11;4;1012;526
Wholesale;28/11/2019;2019-11;7;3243;2562
Distributor;28/11/2019;2019-11;2;1722;844
Online;28/11/2019;2019-11;2;3987;2910
Online;29/11/2019;2019-11;3;1729;1279
Online;29/11/2019;2019-11;3;201;107
Distributor;29/11/2019;2019-11;1;972;583
In-Store;29/11/2019;2019-11;4;958;594
In-Store;29/11/2019;2019-11;8;3953;1818
Online;29/11/2019;2019-11;1;1240;707
Distributor;29/11/2019;2019-11;4;5621;4216
Online;29/11/2019;2019-11;1;3839;1881
Wholesale;29/11/2019;2019-11;2;2519;1310
Online;29/11/2019;2019-11;1;1005;573
Distributor;29/11/2019;2019-11;7;1213;934
Wholesale;29/11/2019;2019-11;4;5032;2365
Wholesale;30/11/2019;2019-11;6;2419;1330
Online;30/11/2019;2019-11;3;1085;716
In-Store;30/11/2019;2019-11;3;5729;3208
In-Store;30/11/2019;2019-11;7;214;122
In-Store;30/11/2019;2019-11;7;891;526
Wholesale;30/11/2019;2019-11;3;1065;639
Online;30/11/2019;2019-11;1;6278;3892
Wholesale;30/11/2019;2019-11;4;1085;868
In-Store;30/11/2019;2019-11;8;5394;3128
Distributor;30/11/2019;2019-11;7;235;120
In-Store;12/01/2019;2019-01;6;978;411
In-Store;12/01/2019;2019-01;6;255;155
Wholesale;12/01/2019;2019-01;7;1253;1052
Distributor;12/01/2019;2019-01;8;1099;813
Online;12/01/2019;2019-01;4;1059;593
In-Store;12/01/2019;2019-01;8;201;133
In-Store;12/01/2019;2019-01;4;1045;868
Online;12/01/2019;2019-01;6;2358;1132
In-Store;12/01/2019;2019-01;4;2573;1132
Online;12/02/2019;2019-02;5;1065;586
Online;12/02/2019;2019-02;1;2298;1884
Wholesale;12/02/2019;2019-02;2;2814;1998
In-Store;12/02/2019;2019-02;7;1119;761
Online;12/02/2019;2019-02;4;1099;472
Distributor;12/02/2019;2019-02;8;1856;761
Online;12/02/2019;2019-02;7;2533;1697
In-Store;12/02/2019;2019-02;6;1340;737
In-Store;12/03/2019;2019-03;4;1729;1383
In-Store;12/03/2019;2019-03;8;1106;486
Wholesale;12/03/2019;2019-03;8;851;485
Online;12/03/2019;2019-03;1;5119;3020
Wholesale;12/03/2019;2019-03;4;2318;1460
Wholesale;12/03/2019;2019-03;3;838;645
Online;12/03/2019;2019-03;8;1997;1338
Distributor;12/03/2019;2019-03;7;4007;3005
In-Store;12/04/2019;2019-04;2;1052;684
In-Store;12/04/2019;2019-04;1;3946;2526
Online;12/04/2019;2019-04;5;985;473
Online;12/04/2019;2019-04;8;2935;1497
In-Store;12/04/2019;2019-04;8;3799;2925
In-Store;12/04/2019;2019-04;2;3819;3055
Online;12/04/2019;2019-04;2;1869;1477
Distributor;12/04/2019;2019-04;2;1132;487
In-Store;12/05/2019;2019-05;2;817;678
In-Store;12/05/2019;2019-05;3;1126;461
In-Store;12/05/2019;2019-05;7;1173;516
In-Store;12/05/2019;2019-05;8;1152;749
Wholesale;12/05/2019;2019-05;7;6171;3270
In-Store;12/05/2019;2019-05;7;6305;5107
Distributor;12/05/2019;2019-05;1;858;712
Distributor;12/06/2019;2019-06;6;5052;2021
In-Store;12/06/2019;2019-06;3;268;126
Online;12/06/2019;2019-06;2;1132;838
Online;12/06/2019;2019-06;1;3310;1887
Online;12/06/2019;2019-06;7;931;400
Online;12/06/2019;2019-06;1;2332;1003
Distributor;12/06/2019;2019-06;7;5065;2026
Online;12/06/2019;2019-06;3;838;653
Wholesale;12/06/2019;2019-06;2;690;283
In-Store;12/07/2019;2019-07;7;2626;1576
In-Store;12/07/2019;2019-07;2;2425;1479
Distributor;12/07/2019;2019-07;3;3866;3247
Online;12/07/2019;2019-07;2;784;502
Distributor;12/07/2019;2019-07;8;5112;3323
In-Store;12/07/2019;2019-07;6;1809;1049
In-Store;12/07/2019;2019-07;6;2673;1764
Online;12/08/2019;2019-08;6;3973;2781
Distributor;12/08/2019;2019-08;2;1863;1229
Wholesale;12/08/2019;2019-08;3;958;527
Online;12/08/2019;2019-08;8;911;775
Wholesale;12/09/2019;2019-09;6;1025;410
Wholesale;12/09/2019;2019-09;8;2224;934
In-Store;12/09/2019;2019-09;3;2358;1769
Online;12/09/2019;2019-09;6;3946;2526
In-Store;12/09/2019;2019-09;7;911;428
Online;12/09/2019;2019-09;5;777;466
Wholesale;12/09/2019;2019-09;6;2345;1196
Online;12/09/2019;2019-09;6;3162;1676
Online;12/10/2019;2019-10;5;2533;1520
In-Store;12/10/2019;2019-10;3;201;90
Online;12/10/2019;2019-10;2;1025;779
In-Store;12/10/2019;2019-10;4;3484;1568
In-Store;12/10/2019;2019-10;7;2593;2048
In-Store;12/10/2019;2019-10;2;2774;1692
In-Store;12/11/2019;2019-11;1;1085;608
Wholesale;12/11/2019;2019-11;2;3913;3208
Online;12/11/2019;2019-11;5;168;84
In-Store;12/11/2019;2019-11;8;1796;898
In-Store;12/11/2019;2019-11;3;3893;2842
In-Store;12/11/2019;2019-11;1;174;84
Online;12/11/2019;2019-11;6;2573;1878
Online;12/11/2019;2019-11;8;201;98
In-Store;12/11/2019;2019-11;3;4000;2600
In-Store;12/12/2019;2019-12;3;1789;1234
In-Store;12/12/2019;2019-12;7;201;133
In-Store;12/12/2019;2019-12;4;241;106
In-Store;12/12/2019;2019-12;4;1065;799
In-Store;12/12/2019;2019-12;4;2432;1508
In-Store;12/12/2019;2019-12;2;3826;3137
Distributor;12/12/2019;2019-12;7;5394;3937
In-Store;12/12/2019;2019-12;7;3987;1674
Distributor;12/12/2019;2019-12;5;1005;583
Distributor;13/12/2019;2019-12;7;6037;2837
Online;13/12/2019;2019-12;7;2385;1312
In-Store;13/12/2019;2019-12;8;1072;772
Online;13/12/2019;2019-12;7;5085;2695
In-Store;13/12/2019;2019-12;5;3846;1923
In-Store;13/12/2019;2019-12;6;1286;669
In-Store;13/12/2019;2019-12;8;1079;809
Distributor;14/12/2019;2019-12;7;5802;4584
Distributor;14/12/2019;2019-12;8;1722;1050
In-Store;14/12/2019;2019-12;1;945;737
Online;14/12/2019;2019-12;3;248;131
Wholesale;14/12/2019;2019-12;6;1930;1447
Distributor;14/12/2019;2019-12;2;972;612
Wholesale;14/12/2019;2019-12;1;1119;716
Online;15/12/2019;2019-12;7;992;813
In-Store;15/12/2019;2019-12;6;2291;1810
Online;15/12/2019;2019-12;4;945;576
In-Store;15/12/2019;2019-12;5;3866;2165
Wholesale;15/12/2019;2019-12;3;1119;850
Online;15/12/2019;2019-12;8;181;123
Online;15/12/2019;2019-12;4;5682;3239
Online;15/12/2019;2019-12;6;2680;1581
In-Store;15/12/2019;2019-12;6;1782;1123
Wholesale;15/12/2019;2019-12;2;1085;923
Online;15/12/2019;2019-12;3;4007;3325
Online;16/12/2019;2019-12;3;1849;1516
In-Store;16/12/2019;2019-12;5;1829;1189
Online;16/12/2019;2019-12;6;2419;1379
In-Store;16/12/2019;2019-12;3;1702;1055
Online;16/12/2019;2019-12;1;1072;568
Online;16/12/2019;2019-12;8;3819;2864
In-Store;16/12/2019;2019-12;5;871;740
Distributor;16/12/2019;2019-12;1;3893;1713
Online;16/12/2019;2019-12;1;3846;2384
Distributor;16/12/2019;2019-12;7;1085;597
In-Store;17/12/2019;2019-12;3;2245;1055
In-Store;17/12/2019;2019-12;5;1005;472
In-Store;17/12/2019;2019-12;4;1930;1370
In-Store;17/12/2019;2019-12;5;1099;791
Online;17/12/2019;2019-12;3;864;475
Distributor;17/12/2019;2019-12;5;5923;2428
Wholesale;17/12/2019;2019-12;4;3859;1930
Distributor;17/12/2019;2019-12;2;3913;1565
In-Store;17/12/2019;2019-12;2;1179;979
Online;17/12/2019;2019-12;4;1682;1379
In-Store;18/12/2019;2019-12;1;2425;1698
In-Store;18/12/2019;2019-12;8;1119;761
Distributor;18/12/2019;2019-12;6;1327;955
Online;18/12/2019;2019-12;1;2975;1487
In-Store;18/12/2019;2019-12;1;181;89
Wholesale;18/12/2019;2019-12;3;5997;4917
Online;19/12/2019;2019-12;4;2425;1164
In-Store;19/12/2019;2019-12;4;5461;4314
In-Store;19/12/2019;2019-12;2;891;499
In-Store;19/12/2019;2019-12;4;1688;1064
Online;19/12/2019;2019-12;7;2325;1441
Wholesale;19/12/2019;2019-12;4;1012;415
Online;19/12/2019;2019-12;8;235;181
In-Store;19/12/2019;2019-12;5;1079;626
Online;19/12/2019;2019-12;2;208;112
In-Store;19/12/2019;2019-12;8;2265;1110
In-Store;20/12/2019;2019-12;6;884;566
In-Store;20/12/2019;2019-12;8;2841;2045
Online;20/12/2019;2019-12;3;5682;2898
In-Store;20/12/2019;2019-12;7;5936;3027
Online;20/12/2019;2019-12;1;1079;550
In-Store;20/12/2019;2019-12;7;2653;1486
In-Store;20/12/2019;2019-12;6;268;131
Distributor;20/12/2019;2019-12;7;1099;890
In-Store;21/12/2019;2019-12;6;4000;3400
In-Store;21/12/2019;2019-12;7;6204;3226
In-Store;21/12/2019;2019-12;3;2258;1152
Online;21/12/2019;2019-12;8;2318;1460
Online;21/12/2019;2019-12;5;2680;1126
Online;21/12/2019;2019-12;3;1126;788
Online;21/12/2019;2019-12;7;3933;2714
Wholesale;21/12/2019;2019-12;8;5461;4587
Wholesale;22/12/2019;2019-12;8;1139;501
In-Store;22/12/2019;2019-12;5;255;165
Online;22/12/2019;2019-12;3;2539;1016
In-Store;22/12/2019;2019-12;8;5749;4599
Wholesale;22/12/2019;2019-12;1;1809;1194
Wholesale;22/12/2019;2019-12;4;168;122
In-Store;23/12/2019;2019-12;3;194;161
In-Store;23/12/2019;2019-12;6;3933;1691
Online;23/12/2019;2019-12;1;3377;1857
In-Store;23/12/2019;2019-12;8;5434;3804
In-Store;23/12/2019;2019-12;5;5856;4216
In-Store;23/12/2019;2019-12;4;844;439
Online;23/12/2019;2019-12;6;931;596
Online;23/12/2019;2019-12;4;797;678
Wholesale;23/12/2019;2019-12;5;878;465
Online;23/12/2019;2019-12;2;2405;986
Wholesale;24/12/2019;2019-12;7;255;188
Wholesale;24/12/2019;2019-12;2;1983;1666
In-Store;24/12/2019;2019-12;6;1099;791
In-Store;24/12/2019;2019-12;4;1286;515
Distributor;24/12/2019;2019-12;2;2626;1550
In-Store;24/12/2019;2019-12;6;3893;2219
Online;25/12/2019;2019-12;8;1139;661
In-Store;25/12/2019;2019-12;3;261;144
Wholesale;25/12/2019;2019-12;4;235;143
Online;25/12/2019;2019-12;8;1320;884
In-Store;26/12/2019;2019-12;7;2673;1230
In-Store;26/12/2019;2019-12;5;2948;1621
In-Store;26/12/2019;2019-12;2;168;75
In-Store;26/12/2019;2019-12;7;3873;3059
In-Store;26/12/2019;2019-12;1;3933;3186
Wholesale;26/12/2019;2019-12;5;1059;688
In-Store;26/12/2019;2019-12;5;188;88
Online;26/12/2019;2019-12;8;2613;2169
Online;26/12/2019;2019-12;6;1963;1040
Online;26/12/2019;2019-12;6;3993;3155
In-Store;27/12/2019;2019-12;7;771;393
In-Store;27/12/2019;2019-12;2;5541;4488
Wholesale;27/12/2019;2019-12;2;1950;1560
In-Store;27/12/2019;2019-12;2;5889;4888
Online;27/12/2019;2019-12;4;730;497
Wholesale;27/12/2019;2019-12;4;3873;1859
In-Store;28/12/2019;2019-12;5;3578;1646
Distributor;28/12/2019;2019-12;1;2533;1064
In-Store;28/12/2019;2019-12;8;2673;2139
Wholesale;28/12/2019;2019-12;7;1065;895
Online;28/12/2019;2019-12;4;1132;634
Distributor;28/12/2019;2019-12;2;5333;4267
In-Store;28/12/2019;2019-12;1;858;420
Distributor;28/12/2019;2019-12;8;174;129
Online;28/12/2019;2019-12;8;5327;4368
In-Store;28/12/2019;2019-12;7;181;139
In-Store;29/12/2019;2019-12;7;1802;1370
In-Store;29/12/2019;2019-12;2;3879;1707
Distributor;29/12/2019;2019-12;3;1052;820
Online;29/12/2019;2019-12;1;3906;2226
In-Store;29/12/2019;2019-12;5;891;508
In-Store;29/12/2019;2019-12;2;221;170
